freq,items
0.43,29;63;21;?;?;?;?
0.49,182;27;94;81;?;?;?
0.45,12;23;106;193;?;?;?
0.42,26;17;106;194;?;?;?
0.44,11;27;26;81;?;?;?
0.43,11;26;17;8;?;?;?
0.46,94;26;17;?;?;?;?
0.41,29;17;106;193;194;?;?
0.52,29;17;21;?;?;?;?
0.52,11;12;94;?;?;?;?
0.49,28;81;17;17;?;?;?
0.4,28;23;17;?;?;?;?
0.43,12;27;94;25;17;?;?
0.5,94;81;17;8;?;?;?
0.42,11;88;81;25;?;?;?
0.42,27;81;17;193;194;?;?
0.4,27;17;63;?;?;?;?
0.41,28;81;17;106;194;?;?
0.43,28;26;29;?;?;?;?
0.41,11;12;63;?;?;?;?
0.43,88;106;194;?;?;?;?
0.58,28;25;63;?;?;?;?
0.41,81;17;106;193;194;?;?
0.42,28;27;63;?;?;?;?
0.42,27;81;63;17;?;?;?
0.55,27;26;17;?;?;?;?
0.42,11;27;17;8;?;?;?
0.42,27;17;193;194;?;?;?
0.47,12;88;94;81;17;?;?
0.41,12;17;8;116;?;?;?
0.45,12;63;8;?;?;?;?
0.45,12;21;116;?;?;?;?
0.41,11;28;81;29;?;?;?
0.41,29;23;193;194;?;?;?
0.49,11;12;26;?;?;?;?
0.54,11;88;26;?;?;?;?
0.42,29;17;194;?;?;?;?
0.41,27;81;17;106;193;194;?
0.56,88;27;94;17;?;?;?
0.45,27;81;17;21;?;?;?
0.44,25;17;17;?;?;?;?
0.42,27;106;193;194;?;?;?
0.41,11;27;94;29;17;?;?
0.71,11;94;81;17;?;?;?
0.41,27;94;81;29;17;?;?
0.41,27;94;81;17;194;?;?
0.45,88;81;106;193;?;?;?
0.48,88;23;106;?;?;?;?
0.42,11;88;17;17;?;?;?
0.46,12;88;27;81;?;?;?
0.48,27;81;23;?;?;?;?
0.42,29;17;8;116;?;?;?
0.44,23;106;194;?;?;?;?
0.45,11;12;88;?;?;?;?
0.46,27;94;81;106;?;?;?
0.44,94;21;116;?;?;?;?
0.43,12;23;106;194;?;?;?
0.49,94;81;17;17;?;?;?
0.41,11;12;88;81;17;?;?
0.42,28;27;29;?;?;?;?
0.47,12;88;27;?;?;?;?
0.42,11;26;81;25;?;?;?
0.62,28;81;8;?;?;?;?
0.49,11;88;8;?;?;?;?
0.43,88;106;193;194;?;?;?
0.46,27;94;23;106;?;?;?
0.53,26;17;8;?;?;?;?
0.42,12;81;29;17;?;?;?
0.45,26;8;116;?;?;?;?
0.42,88;81;17;194;?;?;?
0.59,11;12;17;?;?;?;?
0.44,27;23;106;193;?;?;?
0.53,12;28;29;?;?;?;?
0.4,12;25;17;17;?;?;?
0.42,94;81;193;194;?;?;?
0.49,11;29;25;63;?;?;?
0.41,94;17;106;194;?;?;?
0.44,27;94;81;106;193;?;?
0.72,11;81;17;?;?;?;?
0.44,27;94;81;21;116;?;?
0.71,11;88;17;?;?;?;?
0.75,11;88;81;?;?;?;?
0.47,94;81;23;106;?;?;?
0.43,27;94;81;17;106;193;?
0.42,26;17;194;?;?;?;?
0.57,29;63;17;?;?;?;?
0.53,12;81;25;?;?;?;?
0.44,106;193;194;?;?;?;?
0.41,12;88;27;94;81;17;?
0.45,12;26;25;63;?;?;?
0.42,81;29;17;?;?;?;?
0.42,27;94;106;193;194;?;?
0.45,28;81;116;?;?;?;?
0.44,27;17;106;193;?;?;?
0.44,11;26;25;17;?;?;?
0.45,28;26;63;?;?;?;?
0.43,12;28;25;17;?;?;?
0.42,28;94;81;17;8;?;?
0.42,81;106;194;?;?;?;?
0.43,27;81;4;?;?;?;?
0.43,26;193;194;?;?;?;?
0.42,11;27;81;29;?;?;?
0.43,11;88;17;8;?;?;?
0.45,88;17;193;?;?;?;?
0.46,26;81;25;63;?;?;?
0.5,11;94;8;?;?;?;?
0.66,12;88;81;17;?;?;?
0.41,12;26;81;17;8;?;?
0.51,12;88;26;81;?;?;?
0.45,26;23;193;?;?;?;?
0.5,12;88;29;17;?;?;?
0.48,11;12;27;?;?;?;?
0.58,11;28;29;?;?;?;?
0.7,12;27;94;81;17;?;?
0.48,94;81;25;63;?;?;?
0.47,94;81;106;?;?;?;?
0.45,182;27;94;17;?;?;?
0.41,12;94;106;?;?;?;?
0.77,28;94;81;?;?;?;?
0.42,12;88;28;17;?;?;?
0.44,11;27;81;21;?;?;?
0.43,28;27;94;81;8;?;?
0.47,11;28;27;94;17;?;?
0.48,12;28;26;81;?;?;?
0.5,12;26;81;8;?;?;?
0.43,28;23;193;194;?;?;?
0.62,88;81;8;?;?;?;?
0.55,11;28;94;17;?;?;?
0.44,12;94;29;17;?;?;?
0.42,94;106;194;?;?;?;?
0.43,28;23;194;?;?;?;?
0.41,12;28;81;8;?;?;?
0.47,26;23;106;?;?;?;?
0.42,27;94;106;194;?;?;?
0.42,88;81;193;194;?;?;?
0.43,17;21;116;?;?;?;?
0.45,12;27;21;?;?;?;?
0.5,12;27;81;8;?;?;?
0.43,12;193;194;?;?;?;?
0.42,88;81;106;193;194;?;?
0.54,27;81;63;?;?;?;?
0.49,11;28;27;17;?;?;?
0.42,11;94;81;29;?;?;?
0.78,12;26;81;?;?;?;?
0.45,11;81;21;?;?;?;?
0.59,29;17;17;?;?;?;?
0.46,28;81;17;106;?;?;?
0.45,182;27;94;81;17;?;?
0.44,29;23;193;?;?;?;?
0.43,94;81;4;?;?;?;?
0.46,182;27;17;?;?;?;?
0.43,11;94;25;17;?;?;?
0.4,88;29;17;8;?;?;?
0.41,12;25;21;?;?;?;?
0.51,11;28;27;94;81;?;?
0.61,27;94;81;8;?;?;?
0.45,28;81;17;21;?;?;?
0.4,88;94;81;21;?;?;?
0.45,28;26;81;8;?;?;?
0.59,11;28;94;81;?;?;?
0.45,12;27;26;17;?;?;?
0.45,26;106;193;?;?;?;?
0.67,28;27;94;81;?;?;?
0.42,11;88;81;21;?;?;?
0.42,26;81;193;?;?;?;?
0.43,26;81;17;106;?;?;?
0.4,88;27;8;?;?;?;?
0.45,28;94;81;21;?;?;?
0.49,11;28;88;?;?;?;?
0.49,27;94;81;29;?;?;?
0.44,27;94;106;193;?;?;?
0.45,26;21;116;?;?;?;?
0.74,12;27;17;?;?;?;?
0.55,11;29;25;?;?;?;?
0.42,88;17;106;193;194;?;?
0.55,28;81;21;?;?;?;?
0.47,27;94;81;17;17;?;?
0.42,11;28;81;63;?;?;?
0.69,11;88;81;17;?;?;?
0.52,25;63;17;?;?;?;?
0.49,11;27;94;81;8;?;?
0.4,28;26;81;21;?;?;?
0.44,81;23;193;?;?;?;?
0.46,11;88;27;81;?;?;?
0.44,81;17;193;?;?;?;?
0.61,28;25;17;?;?;?;?
0.42,94;81;17;194;?;?;?
0.48,81;25;63;?;?;?;?
0.42,94;81;23;106;193;194;?
0.45,12;17;193;?;?;?;?
0.44,12;94;17;17;?;?;?
0.45,11;29;63;17;?;?;?
0.49,27;94;81;25;17;?;?
0.55,27;94;25;?;?;?;?
0.45,27;94;81;17;106;?;?
0.45,27;63;17;?;?;?;?
0.42,26;23;106;193;194;?;?
0.47,12;17;106;?;?;?;?
0.43,12;27;25;63;?;?;?
0.42,28;29;17;8;?;?;?
0.47,12;81;106;?;?;?;?
0.41,11;94;81;25;17;?;?
0.5,28;81;25;17;?;?;?
0.43,27;94;4;?;?;?;?
0.45,27;81;193;?;?;?;?
0.47,12;88;8;?;?;?;?
0.78,12;94;17;?;?;?;?
0.42,88;81;17;193;194;?;?
0.41,26;81;4;?;?;?;?
0.45,27;94;17;106;?;?;?
0.49,11;88;25;?;?;?;?
0.5,28;94;81;8;?;?;?
0.43,28;106;194;?;?;?;?
0.43,88;23;106;193;194;?;?
0.51,94;29;17;?;?;?;?
0.45,88;81;17;21;?;?;?
0.42,12;94;81;17;17;?;?
0.42,12;27;81;25;17;?;?
0.67,12;28;17;?;?;?;?
0.43,11;27;81;25;?;?;?
0.42,27;81;23;194;?;?;?
0.43,11;88;21;?;?;?;?
0.45,88;21;116;?;?;?;?
0.4,12;28;17;17;?;?;?
0.42,94;26;81;17;?;?;?
0.44,11;27;94;21;?;?;?
0.42,27;81;106;194;?;?;?
0.45,28;23;106;193;?;?;?
0.5,94;81;25;17;?;?;?
0.63,28;88;81;?;?;?;?
0.45,11;12;28;?;?;?;?
0.42,88;81;106;194;?;?;?
0.45,27;94;81;17;21;?;?
0.42,27;106;194;?;?;?;?
0.43,12;29;17;21;?;?;?
0.46,28;23;193;?;?;?;?
0.43,29;25;63;8;?;?;?
0.47,182;28;17;?;?;?;?
0.44,27;81;17;193;?;?;?
0.42,12;88;27;81;17;?;?
0.44,94;81;21;116;?;?;?
0.41,27;94;81;106;194;?;?
0.52,12;28;26;?;?;?;?
0.41,28;94;81;25;63;?;?
0.48,12;81;23;?;?;?;?
0.42,26;17;193;194;?;?;?
0.57,12;17;8;?;?;?;?
0.48,11;88;81;8;?;?;?
0.45,28;94;21;?;?;?;?
0.42,29;193;194;?;?;?;?
0.43,88;26;63;?;?;?;?
0.47,11;27;26;?;?;?;?
0.51,94;17;17;?;?;?;?
0.57,88;27;81;17;?;?;?
0.5,11;27;81;8;?;?;?
0.4,12;29;63;8;?;?;?
0.44,27;81;8;116;?;?;?
0.42,12;88;21;?;?;?;?
0.42,12;25;63;8;?;?;?
0.41,12;27;81;25;63;?;?
0.5,27;81;25;17;?;?;?
0.45,12;88;27;94;81;?;?
0.44,94;23;106;193;?;?;?
0.4,28;17;116;?;?;?;?
0.42,29;25;17;17;?;?;?
0.45,11;88;27;94;81;?;?
0.44,27;94;81;23;106;193;?
0.45,12;106;193;?;?;?;?
0.52,26;25;63;?;?;?;?
0.42,94;81;63;17;?;?;?
0.41,12;25;17;8;?;?;?
0.44,28;81;23;106;193;?;?
0.62,94;81;8;?;?;?;?
0.51,94;81;29;?;?;?;?
0.54,27;29;17;?;?;?;?
0.44,11;12;27;94;17;?;?
0.45,94;23;193;?;?;?;?
0.48,28;17;106;?;?;?;?
0.49,27;94;81;17;8;?;?
0.41,11;27;94;81;29;?;?
0.52,11;29;25;17;?;?;?
0.51,27;26;81;17;?;?;?
0.47,81;23;106;?;?;?;?
0.48,12;81;25;63;?;?;?
0.56,28;17;17;?;?;?;?
0.46,12;81;17;106;?;?;?
0.41,27;94;81;23;194;?;?
0.43,94;81;17;106;193;?;?
0.46,11;88;27;94;?;?;?
0.47,27;81;23;106;?;?;?
0.43,26;81;116;?;?;?;?
0.45,88;8;116;?;?;?;?
0.42,27;17;106;194;?;?;?
0.46,11;26;21;?;?;?;?
0.45,81;17;21;?;?;?;?
0.44,23;193;194;?;?;?;?
0.88,28;81;17;?;?;?;?
0.42,12;81;63;17;?;?;?
0.45,27;8;116;?;?;?;?
0.78,11;94;81;?;?;?;?
0.51,27;81;29;?;?;?;?
0.48,12;23;106;?;?;?;?
0.42,11;81;29;?;?;?;?
0.44,88;81;21;116;?;?;?
0.43,11;12;26;81;17;?;?
0.44,27;94;116;?;?;?;?
0.58,88;27;17;?;?;?;?
0.53,27;94;81;63;?;?;?
0.42,94;17;194;?;?;?;?
0.5,88;81;17;8;?;?;?
0.42,11;94;17;8;?;?;?
0.42,28;81;17;193;194;?;?
0.45,94;81;106;193;?;?;?
0.77,11;27;81;?;?;?;?
0.43,12;106;194;?;?;?;?
0.48,27;81;25;63;?;?;?
0.72,11;28;17;?;?;?;?
0.42,182;12;81;?;?;?;?
0.42,28;27;26;?;?;?;?
0.46,12;28;27;94;81;?;?
0.61,88;27;94;81;?;?;?
0.46,29;17;106;?;?;?;?
0.4,12;88;81;63;?;?;?
0.58,12;29;25;?;?;?;?
0.45,12;27;81;21;?;?;?
0.45,12;81;106;193;?;?;?
0.46,11;27;63;?;?;?;?
0.47,12;26;21;?;?;?;?
0.51,27;17;17;?;?;?;?
0.72,11;94;17;?;?;?;?
0.45,12;94;81;17;8;?;?
0.42,11;27;25;63;?;?;?
0.41,12;27;94;81;25;17;?
0.53,12;29;8;?;?;?;?
0.46,182;94;81;17;?;?;?
0.45,94;81;193;?;?;?;?
0.43,12;88;27;17;?;?;?
0.46,11;12;27;94;81;?;?
